10.1016/0165-0270(94)90041-8,7891463
10.1007/bf02245846,7617813
10.1901/jeab.1996.65-173,8583196
10.1016/s0361-9230(97)00007-5,9227838
10.1037//0735-7044.111.5.908,9383513
10.1037//0735-7044.111.5.920,9383514
10.1523/JNEUROSCI.18-04-01622.1998,9454867
10.1016/s0166-4328(00)00155-8,10840144
10.1037//0735-7044.114.2.285,10832790
10.1016/s0165-0270(00)00173-4,10788664
10.1037/0735-7044.114.1.42,10718261
10.1046/j.1460-9568.2000.00960.x,10651899
10.1037//0735-7044.115.4.957,11508736
10.1037//0735-7044.115.4.776,11508717
10.1037//0735-7044.115.4.812,11508720
10.1046/j.0953-816x.2001.01607.x,11595039
10.1037//0735-7044.116.4.553,12148923
10.1007/s00213-002-1078-2,12073171
10.1016/s0166-4328(02)00291-7,12445721
10.1037/0735-7044.117.3.566,12802885
10.1523/JNEUROSCI.23-25-08771.2003,14507977
10.1037/0735-7044.117.6.1342,14674852
10.3758/bf03195555,15190705
10.1038/sj.npp.1300434,15054475
10.1037/0735-7044.119.3.839,15998206
10.1111/j.1460-9568.2005.03892.x,15733096
10.1073/pnas.0502080102,15833811
10.1002/hipo.20094,15906393
10.1111/j.1460-9568.2005.04143.x,15978020
10.1523/JNEUROSCI.2271-05.2005,16162929
10.1037/0735-7044.120.4.984,16893304
10.1016/j.bbr.2006.03.029,16713639
10.1101/lm.84406,16705141
10.1038/nmeth1006-767,16990806
10.1007/s00213-006-0538-5,16972101
10.1101/lm.777308,18230672
10.1016/j.bbr.2007.10.004,18022704
10.1101/lm.987808. ,18612068
10.1523/JNEUROSCI.4904-07.2008,18685032
10.1016/j.bbr.2008.04.008. ,18499279
10.3389/neuro.08.002.2009,19255630
10.1097/FBP.0b013e32832ec5bc,19654507
10.1126/science.1173215,19590004
10.1016/j.pbb.2009.09.010,19772870
10.1038/npp.2008.215,19078949
10.3819/ccbr.2009.40010,20607101
10.1097/WNR.0b013e32832c5eb2,19421077
10.1007/s00213-009-1526-3,19357840
10.3389/neuro.01.013.2010,20859447
10.1093/cercor/bhp266,20032063
10.1073/pnas.0911725107,20133882
10.1038/npp.2009.155,19794407
10.1089/neu.2010.1439,20873959
10.1016/j.nlm.2010.07.006,20692356
10.1016/j.nlm.2009.10.002,19825423
10.1073/pnas.0912950107,20660720
10.1007/s00213-010-2050-1,21086119
10.1016/j.neuropharm.2011.08.023,21903112
10.1016/j.neuron.2011.03.007,21482362
10.1038/nn.2954,22057192
10.1371/journal.pone.0015536,21249214
10.1016/j.pbb.2010.11.019,21130801
10.1523/JNEUROSCI.5242-10.2011,21368062
10.1016/j.neuropharm.2011.06.005,21693126
10.1093/cercor/bhr331,22095213
10.1016/j.neuropharm.2011.04.011. ,21530550
10.1523/JNEUROSCI.2433-12.2012,23035106
10.1016/j.neuropharm.2012.05.042,22683514
10.1016/j.bbr.2012.05.032,22652392
10.1007/s00213-011-2579-7,22134477
10.1007/978-1-61779-458-2_5,22231808
10.3389/fnbeh.2012.00066,23060765
10.1007/s00213-012-2774-1,22760483
10.1016/j.bbr.2012.05.048,22677272
10.1007/s00213-011-2590-z,22116313
10.1016/j.cub.2011.11.041,22209530
10.1002/hipo.22045,22736516
10.1111/ejn.12071,23190048
10.1093/cercor/bhs121,22615141
10.1016/j.bbr.2012.12.040,23291156
10.1038/nn.3457,23831965
10.1037/a0030404,23316977
10.1016/j.neubiorev.2013.06.005,23792049
10.1073/pnas.1308198110,23959891
10.1016/j.bbr.2013.05.060,23747611
10.1016/j.brainresbull.2013.02.008,23500179
10.1038/nprot.2013.122.,24051959
10.1523/JNEUROSCI.4942-12.2013.,23447618
10.1523/JNEUROSCI.0395-13.2013,23785154
10.1523/JNEUROSCI.1933-13.2013.,24027290
10.1016/j.beproc.2012.11.013.,23246642
10.1038/nprot.2013.123.,24051960
10.1016/j.nlm.2013.01.010.,23396186
10.1371/journal.pone.0062189.,23638000
10.1093/cercor/bht308.,24217989
10.1016/j.nlm.2013.06.006.,23796634
10.1038/nn.3276.,23201973
10.1038/nprot.2013.124.,24051961
10.1016/j.neurobiolaging.2012.08.006,22959727
10.1016/j.brainresbull.2012.02.007.,22390982
10.1038/nn.3277.,23201971
10.1007/s00441-013-1694-7.,23949375
10.1007/s00213-013-3123-8.,23649884
10.1371/journal.pone.0065335.,23762346
10.1007/s00213-013-3262-y.,24062084
10.1254/fpj.144.45,25007812
10.1002/hipo.22292,24753165
10.1021/cn500128b,25137629
10.1371/journal.pone.0100817,24960028
10.1016/j.bbr.2013.12.015,24361287
10.3233/JHD-130061,25062858
10.1016/j.euroneuro.2014.08.012.,25300235
10.1371/journal.pone.0087745,24586288
10.1016/j.jneumeth.2014.05.004,24952323
10.1111/acer.12577,25581651
10.3758/s13428-013-0367-5.,23813238
10.3389/fnbeh.2014.00154,24834036
10.1002/brb3.235,25328844
10.1002/hipo.22337,25074617
10.1016/j.pbb.2014.03.014.,24662914
10.3758/s13428-013-0366-6.,23846457
10.1523/JNEUROSCI.3160-14.2015.,25632144
10.1007/s00213-015-3963-5.,26007324
10.1242/dmm.022525,26398952
,26540742
10.1097/WNR.0000000000000373,25968910
10.1016/j.bbr.2014.09.027,25251839
10.1016/j.nlm.2015.02.007,25687692
10.1021/acschemneuro.5b00123,26176846
10.1007/s00213-015-4009-8,26156636
10.1007/s00213-015-4038-3,26264904
10.1007/s00213-015-4007-x.,26202612
10.1007/s00213-015-3954-6,26070547
10.1016/j.nlm.2015.08.002.,26265370
10.1007/s00213-015-4081-0,26415954
10.1007/s00213-015-4017-8. ,26173611
10.1007/s00213-015-3949-3.,25963561
10.1111/bph.13260,26222090
10.1007/s00213-015-4008-9,26184010
10.1016/j.physbeh.2015.03.001.,25744936
10.5607/en.2015.24.1.84,25792872
10.1007/s00213-015-4064-1.,26359226
10.1007/s00213-015-4018-7. ,26194915
10.1007/s00213-015-4012-0.,26177580
10.1038/srep14613,26423861
10.1007/s00213-015-4019-6. ,26220610
10.1093/cercor/bht293,24293564
10.1038/tp.2014.135,25562843
10.1007/s00213-015-3934-x. ,25902874
10.1007/s00213-015-3964-4.,26014109
10.1101/lm.039602.115,26572653
10.1016/j.neubiorev.2016.08.027. ,27587002
10.1016/j.jneumeth.2015.07.016,26219658
10.1002/0471142301.ns0834s74,26729033
1007/7854_2015_5007. Review.,27305921
10.1037/bne0000117,26692448
10.1080/19768354.2016.1221855,
10.1038/npp.2015.229,26224620
10.1016/j.bbr.2015.12.016,26698399
10.1523/ENEURO.0143-15.2016,27022628
10.1016/j.bbr.2015.12.029,26721467
10.1016/j.yhbeh.2016.03.009,27059527
10.1159/000447970,27867937
10.1093/cercor/bhw229,27507786
10.1007/s00213-016-4265-2,26983414
10.1177/0301006615614440,26562875
10.1101/lm.040345.115,27421894
10.1007/s12031-016-0837-1,27637601
10.3233/JHD-160189,27031731
10.1016/j.visres.2016.07.006,27497283
10.1002/hipo.22573,26850212
10.1111/ejn.13350,27471169
10.1016/j.physbeh.2016.03.032. ,27083126
10.1093/cercor/bhv349,26803167
10.1111/gbb.12441,
10.3791/56219.,28994786
10.1038/srep40284,28071689
10.1038/s41598-017-03167-0.,28623280
10.1016/j.bbr.2017.06.053,28690184
10.1007/s10071-017-1072-z,28130606
10.1016/j.neuroscience.2016.05.016,27189882
10.1101/lm.044750.116,28507036
10.1016/j.neuroscience.2016.03.040,27012612
10.1007/s00213-016-4520-6,28070619
10.1523/JNEUROSCI.3651-16.2017,28536269
10.1097/FBP.0000000000000356. Review.,29064843
10.1186/s13041-017-0312-0,28716096
10.1038/s41598-017-06408-4.,28720904
10.1007/s00213-017-4679-5.,28744563
10.1016/j.nlm.2017.01.006,28111339
10.1089/neu.2017.4998,28558476
10.3758/s13420-017-0260-7,28205186
10.1016/j.neulet.2017.04.049,28455100
10.1016/j.neuroscience.2016.01.071,26868974
10.1371/journal.pone.0169476,28060883
10.1016/j.bbr.2017.01.038.,28153394
10.1016/j.nlm.2017.07.010,28729138
10.3389/fnbeh.2017.00016.,28197083
10.1016/j.beproc.2017.07.001,28713030
10.1016/j.jneumeth.2016.12.003.,27939962
10.1093/cercor/bhv332.,26759481
10.1016/j.neuropharm.2017.02.009,28196627
10.1016/j.celrep.2018.04.081,29791838
10.1016/j.neuropharm.2017.11.045,29196183
10.3389/fpsyt.2018.00503.,30386266
10.1007/s00213-017-4827-y.,29332255
10.1016/j.neuropharm.2017.07.013,28729220
10.1177/0269881118779383,29897000
10.1007/s00213-018-4969-6.,30008032
10.1111/ejn.13792,29237242
10.1016/j.bbi.2018.09.015. ,30217534
10.1177/2398212818772962,31168482
10.3389/fneur.2018.00233.,29706928
10.1002/brb3.896,29568692
10.1016/j.nlm.2018.10.011,30394331
10.1002/hipo.22839,29473984
10.1111/gbb.12452,29266714
10.5607/en.2018.27.4.277,30181690
10.1523/ENEURO.0249-18.2018,30225350
10.3389/fnins.2018.00418,29977188
10.1016/j.neuropharm.2018.05.034,29859849
10.1016/j.nlm.2018.08.014. ,30138691
10.1016/j.physbeh.2017.11.010.,29129610
10.1016/j.bbr.2018.01.030. ,29412155
10.1016/j.pharep.2018.01.009,29894866
10.1038/s41398-018-0295-3,30429456
10.1016/j.neures.2018.12.001,30529110
10.3758/s13428-018-1030-y,29520633
10.1016/j.neulet.2018.06.038,29940328
10.1161/STROKEAHA.117.020557,29636425
10.1007/s00213-018-4907-7,29682701
10.1101/lm.048264.118,30559117
10.3389/fnbeh.2018.00226,30333735
10.3389/fneur.2018.00451,29971038
10.1016/j.bbr.2018.04.027,29684470
10.1007/s00213-018-5040-3,30251162
10.1007/s00213-018-5065-7,30327842
10.1523/ENEURO.0345-17.2018,29938215
10.1093/schbul/sby146.,30304534
10.1111/gbb.12478,29635888
10.1016/j.neurobiolaging.2017.12.021,29458841
10.1007/978-1-4939-7825-0_8,29856018
10.1038/s41598-017-19108-w,29358739
10.1038/s41598-018-33929-3,30401923
10.1007/s00213-019-5171-1,30694374
10.1016/j.bbr.2019.111912,30998995
10.3389/fnbeh.2019.00067,
10.7554/eLife.49630.,31825307
10.1177/0271678X17752765,29333917
10.1038/s41598-019-40622-6,30858487
